n04403638	望遠鏡
n01753032	パフアダー
n04273064	分光器
n07849336	発酵乳
n03654576	骭
n03589791	上衣
n02029087	サルハマシギ
n01934440	環形動物
n03498962	薪割り
n01321230	雄
n04187970	アフガン
n01904029	胴
n03323703	留具
n03762332	ミッドアイアン
n02418064	カモシカ
n03058107	塗装
n02620167	コチ
n02594250	イシモチ
n04116512	消ゴム
n07801779	アルファルファ
n02480495	猩猩
n00017222	草木
n12237641	カルミア
n03685820	宿屋
n02328429	兎
n03002711	長椅子
n06278475	高精細度テレビジョン放送
n07762740	アキー
n00021939	アーチファクト
n00120010	踊躍
n00141669	チェックイン
n00288000	馬術
n00288384	ピアッフェ
n00324978	綱渡り
n00326094	岩登り
n00433458	コンタクトスポーツ
n00433661	アウトドアースポーツ
n00433802	体操
n00434075	タンブリング
n00439826	トラック
n00440218	跳躍
n00440382	幅跳び
n00440509	高跳び
n00440747	スキー
n00440941	クロコン
n00442115	遊泳
n00442437	水泳
n00442847	ひと泳ぎ
n00442981	飛込み
n00444651	スキンダイビング
n00445055	波乗り
n00445226	水上スキー
n00445351	漕艇
n00445685	押し送り
n00445802	ボクシング
n00446311	プロボクシング
n00446411	接近戦
n00446493	闘争
n00446804	スパーリング
n00446980	アーチェリー
n00447540	レスリング
n00447957	グレコローマンレスリング
n00448126	プロフェッショナルレスリング
n00448232	角技
n00448466	スケート
n00448748	フィギュアスケーティング
n00448958	ローラースケート
n00449054	スケートボーディング
n00449168	スピードスケート
n00449295	競走
n00450070	競馬
n00450335	騎行
n00451370	サイクリング
n00452034	闘牛
n00452152	闘鶏
n00452293	遊猟
n00453935	魚釣り
n00454237	釣り
n00454395	フライフィッシング
n00454624	キャスティング
n00455173	サーフキャスティング
n00456465	デーゲーム
n00463246	アスレチックス
n00463543	アイスホッケー
n00464478	ウォーターポロ
n00464651	アウトドアゲーム
n00464894	ゴルフ
n00466377	ラウンド
n00466524	ストロークプレー
n00466630	マッチプレー
n00466712	ミニゴルフ
n00466880	クロッケー
n00467320	ホースシューズ
n00467536	シャッフルボード
n00467995	ホッケー
n00468480	蹴球
n00469651	アメリカンラグビー
n00470554	プロフェッショナルフットボール
n00470682	タッチフットボール
n00470830	ハーリング
n00470966	ラグビー・フットボール
n00471613	野球
n00474657	プロ野球
n00474769	硬式
n00475014	ノーヒットノーラン
n00475787	ソフトボール
n00476389	クリケット
n00477392	ラクロス
n00477639	ポロ
n00478262	蹴球
n00479440	ハンドボール
n00479616	ラケットボール
n00479887	スカッシュ
n00480211	排球
n00480366	ハイアライ
n00480508	バドミントン
n00480993	籠球
n00482298	庭球
n00483313	シングルス
n00483409	シングルス
n00483508	ダブルス
n00483605	ダブルス
n00523513	運動競技
n00812526	握ること
n00825773	柔道
n00887544	団体競技
n01055165	露営
n01315213	覗
n01315581	外温動物
n01323781	巨漢
n01332181	マールブルグウイルス
n01339801	サイトメガロウイルス
n01340935	レオウイルス
n01365885	淋菌
n01369358	ネズミチフス菌
n01379389	ブドウ球菌
n01381044	連鎖球菌
n01382033	スピロヘータ
n01384164	動物プランクトン
n01390763	太陽虫
n01402600	褐藻
n01415626	真核生物
n01419888	ランブル鞭毛虫
n01421333	クリプト藻
n01439121	コイ科
n01439808	鯉
n01442450	モロコ
n01448291	ソードテール
n01459791	胎児
n01462544	原腸胚
n01462803	桑実胚
n01467804	ナメクジウオ
n01468238	尾索類
n01469723	サルパ
n01486010	オナガザメ
n01515078	夜鳥
n01520576	キーウィ
n01526766	ミツスイ
n01533893	イスカ
n01540566	キビタイシメ
n01541760	ムネアカコウカンチョウ
n01545574	コトドリ科
n01556514	鈍物
n01568720	ホオアカアメリカムシクイ
n01569971	オオアメリカムシクイ
n01574801	クロムクドリモドキ
n01579729	ベニハシガラス
n01581730	ホシガラス
n01589718	アメリカキバシリ
n01589893	キバシリ
n01593553	アメリカツリスガラ
n01596608	ムラサキツバメ
n01615303	オオワシ
n01625121	ワライフクロウ
n01633781	オオサンショウウオ
n01638722	アンヒューマ
n01654637	アフリカツメガエル
n01655344	アシナシイモリ
n01666585	ワニガメ
n01674216	蜥蜴類
n01697457	ナイル鰐
n01698640	ミシシッピ鰐
n01698782	揚子江鰐
n01701859	剣竜
n01710177	ディプロドクス
n01714231	アロサウルス
n01717467	ヴェロキラプトル
n01724840	イクチオサウルス
n01744270	ニシキヘビ
n01749742	ブラックマンバ
n01758757	枝肉
n01770795	カニムシ
n01771417	蠍擬
n01780142	ダニ
n01782209	ハダニ
n01787006	海蜘蛛
n01787191	腿口類
n01790711	軍鶏
n01793340	若鶏
n01803893	セイラン
n01811243	ドードー
n01814549	ひな鳥
n01815036	伝書鳩
n01821554	カロライナインコ
n01824344	阿仁
n01832167	アマツバメ
n01835769	ヨーロッパヨタカ
n01844551	ケツァール
n01851573	スズガモ
n01860497	スクリーマー
n01875313	オポッサム
n01879217	ヤブワラビー属
n01880152	カンガルーネズミ
n01889520	田鼠
n01903234	うろくず
n01903346	薄板
n01903498	骨片
n01911839	ヒドロムシ類
n01930112	線虫
n01936671	イトメ
n01936858	ウミケムシ
n01948573	青貝
n01951613	ウミウシ
n01958038	青柳
n01958346	浅蜊
n01960177	トリガイ
n01971280	イカ
n01972131	ダイオウイカ
n01977485	石蟹
n01985493	エクルビス
n01988701	オキアミ
n01992773	端脚類
n01995686	シーモンキー
n01998183	ツルアシ類
n01999186	烏帽子貝
n02003037	副官
n02030996	ヤマシギ
n02038466	アメリカ鰭足鷸
n02039171	スナバシリ
n02044908	オオトウゾクカモメ
n02046171	ヒメウミスズメ
n02046759	ウミガラス
n02061217	海燕
n02063662	タイセイヨウセミクジラ
n02065726	ザトウクジラ
n02067240	マッコウクジラ
n02068206	アカボウクジラ科
n02070430	鼠海豚
n02071028	ハナゴンドウ
n02080713	アゴヒゲアザラシ
n02084732	わんこ
n02086346	トイスパニエル
n02086646	ブレナムスパニエル
n02087122	猟犬
n02090721	アイリッシュウルフハウンド
n02102177	ウェルシュスプリンガースパニエル
n02103181	グリフォン
n02109150	盲導犬
n02112497	グリフォンブリュッセロワ
n02125010	スナネコ
n02125081	ヨーロッパ山猫
n02129991	ライガー
n02136103	ビントロング
n02147947	アブラコウモリ
n02160947	社会性昆虫
n02167944	サーチャー
n02168427	土蛍
n02179012	ツチハンミョウ
n02181235	ゴミムシダマシ
n02183857	虱
n02184473	人虱
n02184720	人虱
n02197689	ショウジョウバエ
n02197877	猩猩蠅
n02200509	孑孑
n02201626	マラリア蚊
n02202287	蚋
n02205673	蚋
n02207179	雄蜂
n02207345	女王蜂
n02207449	ワーカー
n02214499	徳利蜂
n02214773	蟻蜂
n02216740	タマバチ
n02217563	コバチ
n02218371	姫蜂
n02220518	軍隊蟻
n02223266	白蟻
n02227247	殿様蝗虫
n02234848	茶翅ゴキブリ
n02238594	グンバイムシ
n02242137	タガメ
n02243209	水虫
n02248510	カイガラムシ
n02250280	臙脂虫
n02256172	羽虱
n02257715	アワフキムシ
n02257985	泡吹虫
n02259377	ウンカ
n02262803	川螻蛄
n02271897	アザミウマ
n02274259	蝶蝶
n02286089	毒蛾
n02305636	火取蛾
n02308735	アメリカシロヒトリ
n02313709	苔虫
n02315487	腕足動物
n02315821	星虫
n02322047	ナマコ
n02324850	穴兎
n02327842	雪兎
n02333546	ドブネズミ
n02338145	マスクラット
n02350105	カンガルーネズミ
n02364840	モルモット
n02365108	パンパノウサギ
n02366002	アグーチ
n02369680	裸出歯鼠
n02372952	ハイラックス
n02378625	軍馬
n02378755	龍馬
n02381831	プシバルスキー馬
n02386224	ハクニー
n02386746	駄馬
n02390101	騾馬
n02390258	騾馬
n02393161	クロサイ
n02396796	バビルサ
n02403740	雌牛
n02405929	アンガス
n02406533	ブラウンスイス
n02407071	短角牛
n02407625	ヘレフォード種の牛
n02408660	インド水牛
n02414043	カラクール
n02419056	スマトラカモシカ
n02423218	トムソンガゼル
n02431441	裏側
n02435853	マメジカ
n02472987	人類
n02475078	ネアンデルタール人
n02484975	尾長猿
n02486908	マンドリル
n02499808	ガラゴ科
n02513355	底魚
n02513560	幼魚
n02515713	シーラカンス
n02516188	肺魚
n02522399	タラ
n02523877	ハドック
n02530421	シャッド
n02533834	カタクチイワシ
n02535537	大西洋鮭
n02536165	紅鮭
n02538406	岩魚
n02540412	スメルト
n02550460	トビウオ
n02551668	サンマ
n02574910	小判鮫
n02577164	ランナー
n02587618	学頭
n02600298	赤目
n02601767	ボラ
n02603540	ドクカマス
n02604480	間八
n02611898	ミシマオコゼ
n02614978	ギンポ
n02625258	ワフー
n02648625	アイナメ
n02650050	魴鮄
n02652132	蝶蝶魚
n02653786	カワハギ
n02654112	カワハギ
n02656032	マフグ
n02660640	オヒョウ
n02666196	算盤
n02669295	架台
n02670186	絞弁
n02670683	アクセレレーター
n02675077	アセテート盤
n02675522	アクロマチックレンズ
n02680754	レンチ
n02684962	広場
n02686227	空気圧縮機
n02687682	空気ばね
n02692513	空気ポンプ
n02692680	対空レーダ
n02693540	空対地ミサイル
n02700258	高度計
n02701002	救急車
n02701730	風琴
n02702989	電流計
n02708093	アナログクロック
n02708224	アナログ計算機
n02709908	論理積ゲート
n02710600	アネロイド気圧計
n02725872	金敷き
n02727825	機械
n02734835	台輪
n02735361	弧灯
n02735538	ガロッシュ
n02735688	区画
n02740764	甲鉄
n02751215	アストロラーベ
n02752810	アトラス
n02753044	核分裂爆弾
n02755140	公使館員
n02755352	結ぶもの
n02756098	装い
n02756854	オーディオアンプ
n02757927	視聴覚
n02758490	錐
n02769669	逆光
n02771547	バックネット
n02774152	ハンドバッグ
n02775039	荷物車
n02775689	外壁
n02778669	鞠
n02782778	球場
n02786611	負い革
n02786736	バンドネオン
n02787120	バンドワゴン
n02795528	銃身
n02795670	安酒場
n02800497	窖
n02803539	バスクラリネット
n02806530	水槽
n02808829	バチスカーフ
n02810270	打席
n02811618	巡洋艦
n02814338	ビーチハウス
n02814428	ビーチタオル
n02816656	お手玉
n02823848	ビアホール
n02827606	腰帯
n02829596	ベンチプレス
n02844214	ビストロ
n02854378	防塞
n02854739	ブルーマース
n02857477	寄宿舎
n02862048	鎧一具
n02866578	爆裂弾
n02867966	ボマージャケット
n02873623	boot camp
n02874086	売店
n02874214	ボックス席
n02879087	花束
n02885233	ボックスコート
n02890940	石突き
n02897097	ブレン軽機関銃
n02897389	地ビールレストラン
n02904640	段平
n02907082	柄
n02917067	新幹線
n02917742	独房
n02921406	バーバリー
n02925666	ハーフブーツ
n02926426	ビシチェ
n02930645	閑道
n02932891	遊覧船
n02933990	有線テレビ
n02945161	キャンプ
n02945813	難民キャンプ
n02950482	火砲
n02951843	天蓋
n02953552	カントンクレープ
n02955247	コンデンサ
n02955540	馬飾り
n02955767	ケープ
n02957252	キャプスタン
n02957755	カプセル
n02965216	貨物船
n02965529	カリロン
n02971473	カルトゥーシュ
n02971579	カートレイン
n02979074	カセットデッキ
n02980203	海狸
n02984469	カテーテル
n02984699	陰極
n02985137	受像管
n02991048	電池
n02991302	監房
n02992368	セロファン
n02993546	センター
n02995871	渦巻きポンプ
n02998841	チャードル
n03001115	連鎖店
n03002341	リフト
n03004409	シャンブレー
n03009794	納骨堂
n03012373	チーズ布
n03015478	胸当て
n03017070	子供部屋
n03019198	懸垂棒
n03019806	顎紐
n03027001	クロノメーター
n03031012	シガレットケース
n03034244	遮断機
n03034663	丸鋸
n03036244	市立大学
n03045074	クリッパー
n03047690	下駄
n03050655	衣類乾燥機
n03053047	巻き結び
n03056873	コースターブレーキ
n03059366	同軸ケーブル
n03063199	フィルターペーパー
n03063485	コーヒーミル
n03067093	冷陰極
n03072440	カラーテレビ受像管
n03077741	通信衛星
n03080633	コンパス
n03082450	湿布
n03082807	圧縮機
n03086868	鉄条網
n03087245	拡散ポンプ
n03087521	コンデンサ
n03088389	コンドミニアム
n03090710	深長靴
n03092476	コンソール
n03097535	制御回路
n03097673	コントロールキー
n03099454	尼寺
n03100897	ベルトコンベア
n03102654	冷蔵庫
n03102859	冷却方式
n03107488	紐帯
n03111690	虫
n03114041	装束
n03116767	カウンター
n03121190	クーティル
n03126385	クライミングアイアン
n03128085	ネクタイ
n03129471	孤児院
n03129636	託児所
n03129848	びく
n03130233	火葬場
n03132666	クリノリン
n03133415	甕
n03134394	クルックス管
n03137579	横材
n03140771	巡航ミサイル
n03140900	巡洋艦
n03141327	クルーズ客船
n03141702	粉砕機
n03145843	折り返し
n03148808	溶銑炉
n03152951	カッタウェー
n03154895	カットワーク
n03156071	サイクロトロン
n03156767	シリンダー錠
n03162818	投げ矢
n03164344	インフォメーションシステム
n03165823	死軸
n03166120	回送車
n03171635	除細動機
n03173270	デルフト焼き
n03174731	デミタス
n03175843	デンタルフロス
n03175983	人工歯根
n03176763	百貨店
n03178000	測深機
n03180011	デスクトップPC
n03185868	デュワー
n03189083	絞り
n03191561	ランブルシート
n03193107	ディーゼルエンジン
n03196990	デジタル加入者線
n03202760	半導体ダイオード
n03204134	ダイポールアンテナ
n03205458	短剣
n03205669	デアンドル
n03206405	ディスカウントハウス
n03207548	洗い桶
n03209477	ディスクコントローラー
n03215191	急降下爆撃機
n03219859	ドルマン
n03219966	ドルマン
n03221351	ドングル
n03222722	框
n03224893	寄宿舎
n03225458	線量計
n03226254	二重釜
n03236217	浚渫機
n03239607	流し網
n03240140	電気ドリル
n03241496	酒器
n03243218	ドライヴ
n03244775	ドライビングアイアン
n03249956	ドラム缶
n03255030	唖鈴
n03258456	ダストカバー
n03260206	紺屋
n03262248	耳栓
n03262519	陶器
n03267468	射出座席
n03268311	肘
n03270165	電気系統
n03271030	電気椅子
n03271260	電気時計
n03273740	電熱
n03282060	築堤
n03282295	大使館
n03285912	囲み
n03292475	エペ
n03293863	赤道
n03294604	EPROM
n03296217	雁木車
n03297735	設立
n03300216	イーサネット
n03306869	親子電話
n03314608	フェースプレート
n03316873	工船
n03326371	フイードロット
n03333349	野戦病院
n03334492	歌笛
n03338287	詰め物
n03339296	膜
n03340009	フィルタ
n03340923	洒落
n03349599	救護所
n03351151	釣針
n03355468	銀笛
n03357267	綿ネル
n03363363	フライトシミュレーター
n03364156	フィン
n03365374	探照燈
n03367321	木賃やど
n03369276	フリューゲルホルン
n03373611	飛行艇
n03374570	蝿捕り
n03374838	隠し
n03375171	霧笛
n03381231	鉗子
n03381776	縦帆
n03382104	船首楼
n03382533	前小口
n03391613	フレームバッファ
n03391770	骨骼
n03392648	フランシス水車
n03396580	修院
n03398228	フロックコート
n03399971	スロットマシン
n03407369	電気ヒューズ
n03411339	ガレオン船
n03412906	絞首台
n03413828	ゲーム
n03418402	移植鏝
n03420801	戦闘帽
n03421117	ガーター
n03421324	ガーターベルト
n03422072	ガスバーナー
n03422771	ガス機関
n03425595	ガス調理台
n03426574	ガスタービン
n03428349	門柱
n03429003	ギャザースカート
n03430091	ガーゼ
n03430959	装備
n03431570	変速装置
n03432129	ギアシフト
n03433877	発電機
n03436656	ギグ
n03436990	ギグ
n03437430	金メッキ
n03437829	鼠花火
n03438780	ガラス切り
n03441465	グローランプ
n03443543	倉庫
n03445924	ゴルフカート
n03448590	襟章
n03449858	衙門
n03453320	縦結び
n03455355	彫刻刀
n03456548	一膳飯屋
n03459328	グリドル
n03462110	グログラン
n03464467	防護具
n03465605	ゲストハウス
n03468696	砲車
n03469832	砲術
n03471030	感情家
n03474167	乗馬服
n03474352	アシェンダ
n03474896	柄
n03477143	髭発条
n03477512	ハーフバインディング
n03485309	手榴弾
n03485407	ハンドヘルドコンピューター
n03487331	手機
n03487533	手荷物
n03488887	判
n03492087	つじ馬車
n03495671	ハープーン
n03496296	ハープシコード
n03496612	ハロー
n03501152	ハザード
n03501614	頭部
n03505667	ヘッドセット
n03512147	ヘリコプター
n03512911	舵機
n03516996	スーパー受信機
n03517509	火鉢
n03522990	つなぎ柱
n03530511	砥石
n03531447	フード
n03532919	鎌錠
n03537085	らっぱ
n03538300	馬車鉄道
n03539433	馬沓
n03539546	蹄鉄
n03540267	莫大小
n03540595	病院
n03541537	ユースホステル
n03543112	ホットパンツ
n03543511	ホットスポット
n03543945	千鳥格子
n03550289	鉱石車
n03553486	比重計
n03554460	湿度計
n03556173	Iビーム
n03556679	ピッケル
n03556811	砕氷船
n03558007	アイスピック
n03558633	アイストング
n03559999	遊び車
n03566730	傾斜計
n03569293	慣性誘導装置
n03576215	拷問具
n03580615	仮想空間
n03583419	イオンエンジン
n03585438	鎖
n03585682	鉄工所
n03586631	金物細工
n03588951	ジャッキ
n03592931	ジャマー
n03593222	漆
n03596285	ジェットエンジン
n03598151	ジブ
n03605722	接点
n03609235	カヤック
n03616763	キックスターター
n03618101	キング
n03621694	係留気球
n03625539	編み機
n03625943	ニットウエア
n03628215	琴
n03629100	クルディスタン
n03635330	ラメ
n03637787	披針形
n03640850	ラノリン
n03642573	重ね接続
n03646148	木舞
n03654826	足
n03658858	水盛り
n03660562	リバティ船
n03664675	滑車
n03668067	避雷針
n03668279	ライトペン
n03668803	リロ
n03669245	砲車
n03672521	リネン
n03672827	ラインプリンター
n03673450	肌着
n03674440	リンク装置
n03674842	リノリウム版画
n03678879	動軸
n03684740	留置場
n03688066	ロングアイアン
n03695753	リュージュ
n03695957	荷台
n03696301	網棚
n03697366	月着陸船
n03698360	リュート
n03699280	ライアー
n03705379	磁石
n03707372	磁針
n03710079	郵船
n03711711	汎用コンピューター
n03722007	マーカー
n03723439	床入
n03727067	マスタバ
n03727946	マット
n03728982	磨出し
n03730494	産科
n03731019	ピック
n03733131	五月
n03736064	肉挽き器
n03744684	メモリチップ
n03749807	水銀温度計
n03751065	船や海軍基地の食堂
n03751269	メスジャケット
n03751458	飯盒
n03752398	メタルウッド
n03758992	地ビールの醸造所
n03759243	マイクロフィッシュ
n03759661	ミクロメーター
n03766044	フライス盤
n03766508	帽子屋
n03767459	ガリ版
n03770224	ミニコンピューター
n03775199	ミキサー
n03776877	モカシン
n03778817	モジュール
n03779000	モジュール
n03780799	モールスキン
n03781244	尼寺
n03782794	モンキーレンチ
n03783430	単眼鏡
n03783873	単葉機
n03785721	モリオン
n03786194	モーニング
n03789171	映画用カメラ
n03793850	マウスボタン
n03795123	口利き
n03796605	泥除け
n03797264	ムフティー
n03799375	多段式ロケット
n03799610	軍需品
n03814817	ネッカチーフ
n03815278	ネックライン
n03815615	ネクタイ
n03816136	針
n03816394	針
n03817647	化粧着
n03820154	ネット
n03822361	ニュースルーム
n03834040	核反応炉
n03838298	対物レンズ
n03843883	石油ストーブ
n03844233	オイルペイント
n03850492	手術台
n03852688	可視光望遠鏡
n03854421	オーガンディー
n03854506	有機エレクトロルミネッセンス
n03855756	オーロン
n03870980	パック
n03874487	パドック
n03882611	羽目板
n03885788	パンティーガードル
n03889503	胸壁
n03889726	パラセール
n03891538	ラウンジ
n03894933	共同線
n03895170	柱廊
n03897943	継切れ
n03898129	パッチコード
n03899612	錆
n03900194	巡視船
n03900979	大天幕
n03901974	質屋
n03902220	PCボード
n03902756	ピージャケット
n03904782	万歩計
n03906106	脚
n03907475	流刑地
n03907908	ペナルティーボックス
n03908111	ペン画
n03909406	振子時計
n03911767	ペンライト
n03911866	吹き流し
n03912821	ペントハウス
n03914583	催涙スプレー
n03915118	パーコレーター
n03917048	潜望鏡
n03917814	パーマネントプレス
n03918737	pda
n03920641	ペットショップ
n03920737	裾除け
n03923918	レコード針
n03929202	ピック
n03931765	額面
n03931885	ピクチュアハット
n03935883	片蓋
n03936269	杭
n03936466	杭打ち機
n03943115	羽交い
n03947111	ピペット
n03947888	海賊船
n03948950	プランジャー
n03949317	ピストン棒
n03951971	要
n03953020	営業所
n03953901	プラケット
n03955809	天象儀
n03956331	遊星歯車
n03957762	プラスターボード
n03959014	胴
n03961939	壇
n03963028	メッキ
n03965907	筋目
n03966976	ペンチ
n03971960	pn接合
n03972524	隠し
n03977158	ポール
n03980478	鞍馬
n03981760	浮橋
n03985232	ポータブルコンピューター
n03986355	書類かばん
n03989349	裏門
n03990474	鍋
n03991443	分圧器
n03991646	電位差計
n03993403	漆食
n03994008	粉末
n03995372	ドリル
n03999992	プレス
n04012482	プロップジェット
n04018155	拡声装置
n04019696	引き
n04020744	曲線引き
n04025633	パルダー
n04026053	浄化装置
n04028221	パテナイフ
n04029647	焼き絵
n04030414	蓋果
n04033287	女王
n04035836	矢筒
n04037873	レースウェイ
n04044307	無線電信
n04045085	無線送信機
n04047834	道床
n04050600	RAMディスク
n04053677	レンジフード
n04061681	フロント
n04062179	往復機関
n04065272	キャンピングカー
n04066767	減速装置
n04069777	教護院
n04070207	屈折望遠鏡
n04070415	屈折計
n04075916	修理工場
n04076052	リピータ
n04077430	集団複写穿孔機
n04077889	研究センター
n04079933	抵抗器
n04080454	空胴共振器
n04081281	飲食店
n04089152	棟木
n04090263	銃
n04096733	路床
n04098795	ロッカ
n04100174	棒
n04101375	ロールフィルム
n04102285	ブラインド
n04102872	ロールフィルム
n04111190	回転軸
n04111962	回転子
n04113641	弾薬の一発
n04114428	機関庫
n04117216	舵
n04120842	滑走路
n04121728	糸のこ
n04123448	サックコート
n04124488	鞍部
n04127395	ガードレール
n04127633	安全弁
n04129766	セーラー服
n04131015	奥座敷
n04133114	三板
n04134632	サンドグラス
n04135024	サンドウェッジ
n04136045	石棺
n04136800	帯留
n04137355	綿繻子
n04139859	貯金箱
n04141838	尺度
n04142434	刃針
n04146343	スクールバッグ
n04146976	学校組織
n04147793	彎曲刀
n04148054	鋏
n04149813	スコアボード
n04150371	平底船
n04154938	ネジ山
n04156140	束子
n04157320	彫鏤
n04158250	大鎌
n04164002	二次コイル
n04166111	セキュリティシステム
n04169437	セレクター
n04169597	セレン光電池
n04171831	半導体素子
n04173172	シーケンス
n04175147	ホスト
n04176528	セット
n04178190	SPレコード
n04179126	下水道
n04180063	縫い針
n04180888	六分儀
n04182322	矢柄
n04184435	形削り盤
n04189651	シートパイル
n04190747	革
n04190997	シェル
n04192238	シェルター
n04193883	くさび
n04200537	靴べら
n04204755	短絡
n04205062	ショートアイアン
n04206356	霰弾銃
n04208760	ショーボート
n04211356	シャッター
n04211528	シャッター
n04213353	鎌
n04213530	病室
n04215153	横鞍
n04218564	消音装置
n04220805	銀盤
n04221823	シミュレーター
n04224395	サイレン
n04226537	骨骼
n04226962	蜂巣
n04229480	稲船
n04229620	スキージャンプ
n04233715	スラックス
n04236001	寝台車
n04236702	スリーブ
n04241394	家庭用スリッパ
n04242704	水翻し
n04244847	スマック
n04246459	煙弾
n04247011	煙幕
n04248209	スナップ
n04252653	スノーガン
n04253931	大道演説
n04262678	音声媒体
n04265428	宇宙帽
n04267091	シュパンダウ
n04267165	スパンデックス
n04267435	スパンカー
n04269270	点火プラグ
n04271531	本舗
n04272389	スペクテーターパンプス
n04275661	スパイク
n04278605	スピナー
n04279172	紡機
n04280845	スパイロメーター
n04280970	焼き串
n04282992	スポード
n04285803	スポーツウエア
n04287747	スプレーガン
n04288272	発条
n04289827	スプロケット
n04290259	拍車
n04290507	平歯車
n04291759	本結び
n04301000	架
n04304215	恒星船
n04305210	議事堂
n04305471	州刑務所
n04306592	固定子
n04306847	立像
n04307878	ステーキハウス
n04308583	釜風呂
n04308807	蒸気
n04310507	蒸気ショベル
n04310604	蒸気タービン
n04310721	汽笛
n04311174	スティールドラム
n04312154	竿秤
n04314107	龍頭時計
n04323519	メリヤス編み
n04323819	ストッキング
n04328329	蓄電池
n04329958	二重窓
n04331443	規則
n04344734	撮影所
n04344873	デイベッド
n04346428	豚舎
n04347119	サブコンパクトカー
n04350688	製糖所
n04351550	スイートルーム
n04353573	仏頂面
n04354589	サンボンネット
n04355338	晷針
n04359589	支持物
n04360501	突支棒
n04361937	サーコート
n04363210	地対空ミサイル
n04368496	燕尾服
n04370456	トレーナー
n04370600	搾取工場
n04373894	腰の物
n04375615	同期電動機
n04375775	シンクロトロン
n04377057	系統
n04382695	タコグラフ
n04383130	鋲
n04384593	後尾扉
n04384910	テールランプ
n04387261	タンブール
n04388574	タングラム
n04388743	貯蔵タンク
n04389718	駆逐戦車
n04392985	テーププレーヤー
n04395106	弁慶縞
n04396808	ティーバッグ
n04397027	ティーワゴン
n04398497	喫茶店
n04400499	電信機
n04400737	電鍵
n04409279	炭水車
n04414101	テラコッタ
n04414476	テリークロス
n04417361	機場
n04419073	経緯儀
n04422875	サーモスタット
n04426184	第三軌条方式
n04428191	脱穀機
n04434932	タイツ
n04436992	タイムカプセル
n04438507	タイマー
n04443433	トボガン
n04444218	靴先
n04445040	トーガ
n04448070	化粧水
n04449966	斧
n04455250	前檣
n04455579	トッパー
n04456472	魚雷
n04459122	ツーリングカー
n04461696	レッカー車
n04464125	トラック
n04464615	トラックボール
n04475496	横梁
n04475749	底引網
n04477725	宝船
n04479694	架台
n04485884	三脚巴
n04486934	トロール
n04490091	貨物自動車
n04491388	警棒
n04491769	トランク
n04498523	タービン
n04502502	ツイード
n04503413	ツインベッド
n04507326	アンブレラテント
n04507453	足回り
n04515729	階上
n04516354	中古車
n04521987	ニス
n04522168	華瓶
n04524716	三輪車
n04524941	天鵞絨
n04525821	ベン図
n04529108	副尺
n04533199	バイブレーター
n04533594	ビキューナ
n04533946	DVD
n04534127	映像媒体
n04535252	離宮
n04536153	ヴィオラ・ダ・ガンバ
n04536335	ヴィオラ
n04536765	ヴィオラ・ダモーレ
n04541320	電圧計
n04541777	フォン・ノイマン・マシン
n04550676	士官室
n04555700	紙屑籠
n04557751	水槽
n04558199	ウォーターシュート
n04559994	ウォーターハザード
n04560804	水差し
n04566561	武器運搬車
n04568713	織物
n04570214	ウェッジウッド
n04573937	ウェットフライ
n04576002	車椅子
n04577426	砥石
n04579432	警笛
n04583212	魚眼レンズ
n04585128	ウィルトンカーペット
n04585745	轆轤
n04586072	防風林
n04586932	管楽器
n04591157	ウィンザータイ
n04600312	仕事箱
n04601938	工作物
n04602840	絡繰り
n04604276	www
n04608567	筆記用具
n04614655	ジッグラト
n04615226	ツィター
n04950952	板目
n04951071	木目塗
n04951373	光の効果
n04951875	輝き
n04959672	有彩色
n04960277	黒色
n04960582	黒檀
n04961331	象牙色
n04961691	鼠色
n04962062	銀鼠色
n04962240	濃灰色
n04963111	多血質
n04963588	深紅
n04964001	濃い赤紫色
n04965179	橙黄色
n04965661	黄色であること
n04966543	雌黄
n04967191	翠色
n04967882	暗緑色
n04968139	オリーブグリーン
n04968749	翡翠色
n04968895	青色
n04969242	空色
n04969540	鋼色
n04969798	青緑色
n04970059	紫
n04970398	藍色
n04970631	紫紅色
n04970916	鴇色
n04971211	淡紅色
n04972451	黒茶
n04972801	薄茶色
n04973291	ベージュ
n04973386	鳶色
n04973669	銅色
n04974340	オリーブ色
n04976319	色素沈着
n04976952	顔色
n04979002	警戒色
n05239437	皮膚移植
n05242928	扁平細胞
n05245192	雀斑
n05257476	ギブソン・ガール
n05258051	前髪
n05399034	御乳
n05399356	初乳
n05418717	静脈
n05449196	骨細胞
n05449959	白血球
n05451384	リンパ球
n05467758	星状細胞
n05469861	樹状突起
n05482922	くも膜下腔
n05486510	大脳皮質
n06008896	座標軸
n06254669	手段
n06255613	書付
n06259898	通信路
n06267758	学校新聞
n06273555	視聴者参加番組
n06273743	キャッチホン
n06273986	市内通話
n06274092	長距離電話
n06274921	電信
n06275095	海外電報
n06275353	無線
n06275471	無線電信
n06276501	無線電話
n06281175	露顕
n06359467	チャットルーム
n06470073	資料
n06591815	アルバム
n06592281	ロックオペラ
n06592421	トリビュート・アルバム
n06613686	電影
n06892775	音楽会
n06998748	図版
n07556970	皿
n07557165	馳走
n07564971	菜食主義
n07565259	食料
n07567139	着色料
n07567707	食用粉
n07568095	コーンミール
n07569106	麦粉
n07573103	缶詰め肉
n07574176	持ち寄り
n07576438	ピクニック
n07577918	御茶
n07581607	カナッペ
