n04403638	望远镜
n01958038	鹌鹑
n01958346	利特列克
n01960177	可食用的鸡冠花
n01971280	鱿鱼
n01972131	大乌贼
n01977485	石蟹
n01985493	东半球小龙虾
n01988701	磷虾
n01992773	端足类动物
n01995686	卤虾
n01998183	藤壶
n01999186	鹅藤壶
n02003037	副鸟
n02030996	伍德科克
n02038466	威尔逊的阴茎
n02039171	骏马
n02044908	伟大的斯库
n02046171	小海雀
n02046759	瓜叶菊
n02061217	风暴海燕
n02063662	右鲸
n02065726	座头鲸
n02067240	抹香鲸
n02068206	喙鲸
n02070430	海豚
n02071028	格朗普斯
n02080713	带胡须的海豹
n02084732	小狗
n02086346	玩具猎犬
n02086646	布伦海姆猎犬
n02087122	猎犬
n02090721	爱尔兰猎狼犬
n02102177	威尔士激飞猎犬
n02103181	铁丝网
n02109150	导盲犬
n02112497	格里芬
n02125010	沙猫
n02125081	欧洲野猫
n02129991	利格
n02136103	宾图龙
n02147947	皮氏管
n02160947	社会昆虫
n02167944	探索者
n02168427	萤火虫
n02179012	水泡甲虫
n02181235	黑甲虫
n02183857	虱子
n02184473	普通虱子
n02184720	体虱
n02197689	果蝇
n02197877	醋蝇
n02200509	扭动者
n02201626	疟疾蚊子
n02202287	蚋
n02205673	黑蝇
n02207179	无人机
n02207345	蜂王
n02207449	工人
n02214499	波特黄蜂
n02214773	天鹅绒蚂蚁
n02216740	胆蜂
n02217563	Chalcid Fly
n02218371	姬蜂
n02220518	陆军蚁
n02223266	白蚁
n02227247	飞蝗
n02234848	德国蟑螂
n02238594	网蝽
n02242137	大水虫
n02243209	水船夫
n02248510	蚧虫
n02250280	胭脂虫
n02256172	跳蚤
n02257715	喷嚏虫
n02257985	弗罗霍珀
n02259377	植物漏斗
n02262803	石蝇
n02271897	蓟马
n02274259	蝴蝶
n02286089	吉普赛蛾
n02305636	虎蛾
n02308735	秋季网虫
n02313709	苔藓虫
n02315487	腕足类
n02315821	花生虫
n02322047	紫苏海参
n02324850	欧洲兔
n02327842	雪鞋兔
n02333546	褐鼠
n02338145	麝鼠
n02350105	袋鼠
n02364840	佩雷亚
n02365108	巴塔哥尼姆·多利科提斯·玛拉
n02366002	阿古提
n02369680	裸鼹鼠
n02372952	岩兔
n02378625	充电器
n02378755	骏马
n02381831	普泽瓦尔斯基的马
n02386224	哈克尼
n02386746	马匹
n02390101	骡子
n02390258	欣尼
n02393161	黑犀牛
n02396796	巴比鲁萨
n02403740	小母牛
n02405929	阿伯丁安格斯
n02406533	棕瑞士
n02407071	达勒姆
n02407625	赫里福德
n02408660	印度水牛
n02414043	阔尾蛇
n02419056	赛罗
n02423218	汤姆森的瞪羚
n02431441	后面的
n02435853	雪佛兰
n02472987	世界
n02475078	尼安德特人
n02484975	古侬
n02486908	曼陀罗
n02499808	加拉戈
n02513355	底鱼
n02513560	幼鱼
n02515713	腔棘球藻
n02516188	肺鱼
n02522399	鳕鱼
n02523877	黑线鳕
n02530421	鲱鱼
n02533834	鳀鱼
n02535537	大西洋鲑鱼
n02536165	红鲑
n02538406	查尔
n02540412	冶炼
n02550460	飞鱼
n02551668	雪芹
n02574910	雷莫拉
n02577164	跑步者
n02587618	卢特加努斯·阿波杜斯校长
n02600298	山羊鱼
n02601767	条纹乌鱼
n02603540	大梭鱼
n02604480	百慕大鳕鱼
n02611898	星际凝视者
n02614978	枪炮
n02625258	蓝花槐
n02648625	格林林
n02650050	葛纳德
n02652132	飞行的古纳尔
n02653786	丝状的
n02654112	皮夹克
n02656032	气球鱼
n02660640	太平洋大比目鱼
n02666196	算盘
n02669295	桥台
n02670186	油门
n02670683	油门
n02675077	醋酸纤维盘
n02675522	消色差透镜
n02680754	活动扳手
n02684962	阿戈拉
n02686227	空气压缩机
n02687682	气垫
n02692513	空气泵
n02692680	空中搜索雷达
n02693540	空对地导弹
n02700258	高度表
n02701002	救护车
n02701730	美国风琴
n02702989	电流表
n02708093	模拟时钟
n02708224	模拟计算机
n02709908	电路和门
n02710600	无液气压计
n02725872	砧座
n02727825	仪器
n02734835	框架结构
n02735361	弧光灯
n02735538	北极
n02735688	地区
n02740764	装甲板
n02751215	星盘
n02752810	阿特拉斯
n02753044	原子弹
n02755140	附件箱
n02755352	附件
n02756098	服装
n02756854	音频放大器
n02757927	视听
n02758490	螺旋钻
n02769669	背光照明
n02771547	逆止器
n02774152	包
n02775039	行李车
n02775689	贝利
n02778669	球
n02782778	公园公园
n02786611	班多尔
n02786736	班多农
n02787120	潮流
n02795528	枪管
n02795670	酒吧
n02800497	地下室
n02803539	低音单簧管
n02806530	洗澡
n02808829	深海潜水器
n02810270	面糊盒
n02811618	战斗巡洋舰
n02814338	海滨别墅
n02814428	沙滩巾
n02816656	豆荚袋
n02823848	啤酒厅
n02827606	带
n02829596	台式压力机
n02844214	小酒馆
n02854378	碉堡
n02854739	灯笼裤
n02857477	寄宿处
n02862048	防弹衣
n02866578	炸弹
n02867966	轰炸机外套
n02873623	新兵训练营
n02874086	售货棚
n02874214	售货棚
n02879087	花束
n02885233	箱形大衣
n02890940	闸瓦
n02897097	Bren
n02897389	酒馆
n02904640	大刀
n02907082	扫帚柄
n02917067	子弹头列车
n02917742	牛棚
n02921406	博柏利
n02925666	布斯金
n02926426	母牛
n02930645	小路
n02932891	客舱巡洋舰
n02933990	有线
n02945161	营地
n02945813	难民营
n02950482	大炮
n02951843	天蓬
n02953552	Canton绉
n02955247	电容器
n02955540	电容
n02955767	披风斗篷
n02957252	绞盘
n02957755	胶囊
n02965216	货物班轮
n02965529	钟琴
n02971473	卡托奇
n02971579	汽车列车
n02979074	盒式录音座
n02980203	蓖麻脚轮
n02984469	导管
n02984699	阴极
n02985137	阴极射线管
n02991048	电池
n02991302	牢房
n02992368	玻璃纸
n02993546	中心
n02995871	离心泵
n02998841	乍得
n03001115	连锁店
n03002341	椅子升降机
n03004409	尚布雷
n03009794	查内尔之家
n03012373	干酪布
n03015478	护胸
n03017070	儿童室
n03019198	发条
n03019806	颐革
n03027001	天文钟
n03031012	香烟盒
n03034244	断路器
n03034663	圆锯
n03036244	城市大学
n03045074	剪刀
n03047690	木塞
n03050655	干衣机
n03053047	丁香结
n03056873	过山车制动器
n03059366	同轴电缆
n03063199	咖啡过滤器
n03063485	咖啡磨
n03067093	冷阴极
n03072440	彩色管
n03077741	通信卫星
n03080633	罗盘
n03082450	压缩
n03082807	压缩机
n03086868	手风琴
n03087245	冷凝泵
n03087521	冷凝器
n03088389	建筑物区分所有权
n03090710	国会靴
n03092476	慰问
n03097535	控制电路
n03097673	控制键
n03099454	修道院
n03100897	传送带
n03102654	冷藏箱
n03102859	冷却系统
n03107488	绳索
n03111690	矫正机构
n03114041	服装
n03116767	计数器
n03121190	库特勒
n03126385	冰爪
n03128085	领带
n03129471	托儿所
n03129636	托儿所
n03129848	筒子架
n03130233	火葬场
n03132666	克里诺林
n03133415	陶罐
n03134394	克鲁克斯管
n03137579	横档
n03140771	巡航导弹
n03140900	巡洋舰
n03141327	游轮
n03141702	破碎机
n03145843	翻转袖口
n03148808	冲天炉
n03152951	剖视图
n03154895	剪刀
n03156071	回旋加速器
n03156767	汽缸锁
n03162818	投掷
n03164344	数据系统
n03165823	静轴
n03166120	死角
n03171635	除颤器
n03173270	代尔夫特
n03174731	降级
n03175843	牙线
n03175983	牙种植体
n03176763	商场百货公司
n03178000	测深仪
n03180011	台式计算机
n03185868	杜瓦瓶
n03189083	停止光阑
n03191561	迪克
n03193107	柴油机
n03196990	数字用户线
n03202760	二极管
n03204134	偶极
n03205458	德克
n03205669	连衣裙
n03206405	折扣房
n03207548	碟盘
n03209477	磁盘控制器
n03215191	俯冲轰炸机
n03219859	多尔曼
n03219966	Dolman
n03221351	东乐
n03222722	门框
n03224893	宿舍
n03225458	剂量计
n03226254	双锅
n03236217	挖泥船
n03239607	流网
n03240140	电钻
n03241496	饮水器
n03243218	开车
n03244775	驱动铁
n03249956	滚筒
n03255030	哑铃
n03258456	防尘罩
n03260206	染整厂
n03262248	耳塞
n03262519	陶器
n03267468	弹射座
n03268311	肘部
n03270165	电气系统
n03271030	电椅
n03271260	电钟
n03273740	电灶
n03282060	堤防
n03282295	大使馆
n03285912	圈地
n03292475	重剑
n03293863	赤道的
n03294604	可擦除可编程只读存储器
n03296217	擒纵轮
n03297735	建立
n03300216	以太网
n03306869	分机
n03314608	面板
n03316873	工厂船
n03326371	饲养场
n03333349	野战医院
n03334492	法夫
n03338287	填满
n03339296	薄膜
n03340009	滤波器
n03340923	服饰
n03349599	急救站
n03351151	鱼钩
n03355468	旗子
n03357267	绒布
n03363363	飞行模拟器
n03364156	鳍状鳍鳍
n03365374	泛光灯
n03367321	多斯豪斯酒馆
n03369276	弗格霍恩
n03373611	飞艇
n03374570	捕蝇器
n03374838	表链
n03375171	雾号
n03381231	钳子
n03381776	前后帆
n03382104	前舱
n03382533	前缘
n03391613	帧缓冲器
n03391770	框架
n03392648	弗兰西斯透平
n03396580	修道院
n03398228	连衣裙
n03399971	水果机械
n03407369	保险丝
n03411339	帆船
n03412906	绞刑架
n03413828	游戏
n03418402	园艺抹刀
n03420801	卫戍帽
n03421117	Garter
n03421324	吊带
n03422072	燃气燃烧器
n03422771	燃气发动机
n03425595	煤气灶
n03426574	燃气轮机
n03428349	门柱
n03429003	裙装
n03430091	纱布
n03430959	齿轮
n03431570	齿轮箱
n03432129	换档杆
n03433877	发电机
n03436656	演出
n03436990	演出
n03437430	镀金镀金
n03437829	Girandole
n03438780	玻璃切割器
n03441465	辉光灯
n03443543	货栈
n03445924	高尔夫球车
n03448590	高尔特
n03449858	政府办公室
n03453320	奶奶结
n03455355	雕刻机
n03456548	油腻匙
n03459328	网格
n03462110	格罗斯蒂
n03464467	防护
n03465605	宾馆
n03468696	炮架
n03469832	炮兵射击
n03471030	喷泉
n03474167	习惯
n03474352	庄园
n03474896	哈夫特
n03477143	游丝
n03477512	半装订
n03485309	手榴弹
n03485407	手持计算机
n03487331	手摇织布机
n03487533	手提行李
n03488887	手帕
n03492087	汉森
n03495671	鱼叉
n03496296	西姆巴洛大键琴
n03496612	耙
n03501152	危险
n03501614	头
n03505667	头戴式耳机
n03512147	直升机
n03512911	舵
n03516996	外差接收机
n03517509	木炭火盆
n03522990	接线柱
n03530511	珩磨
n03531447	罩
n03532919	钩
n03537085	喇叭
n03538300	马蹄形的
n03539433	马蹄铁鞋
n03539546	马蹄铁
n03540267	袜袜
n03540595	医院
n03541537	宿舍
n03543112	热裤
n03543511	热点
n03543945	犬牙检查
n03550289	小舍
n03553486	比重计
n03554460	湿度计
n03556173	工字梁
n03556679	冰斧
n03556811	冰船
n03558007	冰镐
n03558633	冰钳
n03559999	惰轮
n03566730	倾斜仪
n03569293	惯性导航系统
n03576215	刑具
n03580615	互联网
n03583419	离子发动机
n03585438	镣铐
n03585682	铸铁厂
n03586631	炼铁厂
n03588951	杰克
n03592931	干扰机
n03593222	日本
n03596285	喷气发动机
n03598151	臂架
n03605722	接合
n03609235	皮艇
n03616763	先踢后踢
n03618101	国王
n03621694	系留气球
n03625539	针织机
n03625943	针织品
n03628215	科托
n03629100	库尔德斯坦
n03635330	瘸的
n03637787	柳叶刀弓
n03640850	羊毛脂
n03642573	搭接
n03646148	板条
n03654826	腿
n03658858	水平
n03660562	自由船
n03664675	提升装置
n03668067	避雷针
n03668279	光笔
n03668803	利洛
n03669245	柔软的
n03672521	亚麻布
n03672827	行式打印机
n03673450	内衣
n03674440	连杆机构
n03674842	亚麻油毡
n03678879	活轴
n03684740	锁定
n03688066	长铁
n03695753	雪橇
n03695957	行李架
n03696301	行李架
n03697366	月球远足舱
n03698360	琵琶
n03699280	竖琴
n03705379	磁铁
n03707372	磁针
n03710079	邮船
n03711711	主机
n03722007	标记
n03723439	婚姻床
n03727067	马斯塔巴
n03727946	垫
n03728982	比赛
n03730494	产科病房
n03731019	马托克
n03733131	五月柱
n03736064	绞肉机
n03744684	存储芯片
n03749807	水银温度计
n03751065	乱七八糟的食堂
n03751269	食堂夹克
n03751458	杂物箱
n03752398	金属木材
n03758992	微型啤酒厂
n03759243	缩微胶片
n03759661	千分尺
n03766044	铣床
n03766508	女帽店
n03767459	油印机
n03770224	小型计算机
n03775199	搅拌机
n03776877	莫卡辛
n03778817	模块
n03779000	模块
n03780799	鼹鼠皮
n03781244	修道院
n03782794	活动扳手
n03783430	单片眼镜
n03783873	单翼飞机
n03785721	森森
n03786194	晨礼服
n03789171	电影摄影机
n03793850	鼠标按钮
n03795123	喉舌
n03796605	挡泥板
n03797264	穆夫蒂
n03799375	多级火箭
n03799610	军火
n03814817	颈巾
n03815278	领口
n03815615	领带领带
n03816136	针
n03816394	针
n03817647	疏忽
n03820154	网
n03822361	编辑部
n03834040	核反应堆
n03838298	物镜
n03843883	油加热器
n03844233	油画颜料
n03850492	手术台
n03852688	光学望远镜
n03854421	有机物
n03854506	有机发光二极管
n03855756	奥隆
n03870980	面膜包
n03874487	围场
n03882611	镶板
n03885788	裤袜腰带
n03889503	护墙
n03889726	副伞
n03891538	客厅
n03894933	政党路线
n03895170	帕维斯
n03897943	补丁
n03898129	补丁线
n03899612	铜绿
n03900194	巡逻船
n03900979	凉亭
n03901974	当铺
n03902220	PC板
n03902756	豌豆皮大衣
n03904782	计步器
n03906106	木桩腿腿
n03907475	刑罚殖民地
n03907908	罚箱
n03908111	笔墨
n03909406	钟摆钟
n03911767	笔灯
n03911866	旗
n03912821	阁楼
n03914583	胡椒喷雾
n03915118	渗滤器
n03917048	潜望镜
n03917814	恒压
n03918737	个人数字助理
n03920641	宠物店
n03920737	衬裙
n03923918	留声机针
n03929202	镐
n03931765	画框
n03931885	图片帽
n03935883	壁柱
n03936269	桩
n03936466	打桩机
n03943115	小齿轮
n03947111	移液管
n03947888	海盗
n03948950	柱塞活塞
n03949317	活塞杆
n03951971	枢轴销
n03953020	营业地
n03953901	门襟
n03955809	天文馆
n03956331	行星齿轮
n03957762	石膏板
n03959014	胸甲
n03961939	平台
n03963028	电镀
n03965907	褶裥
n03966976	钳子
n03971960	p-n结
n03972524	口袋
n03977158	极
n03980478	鞍马
n03981760	浮桥
n03985232	便携式计算机
n03986355	文件夹
n03989349	后门
n03990474	锅
n03991443	分压器
n03991646	电位计
n03993403	膏药
n03994008	粉
n03995372	动力钻机
n03999992	压力机
n04012482	螺旋桨飞机
n04018155	公共广播系统
n04019696	拉
n04020744	停车
n04025633	帷幕
n04026053	净化器
n04028221	油灰刀
n04029647	烙画
n04030414	脓包
n04033287	女王
n04035836	颤抖
n04037873	跑道
n04044307	无线电报
n04045085	无线电发射机
n04047834	铁路路基
n04050600	RAM磁盘
n04053677	抽油烟机
n04061681	接待台
n04062179	往复式发动机
n04065272	休闲车
n04066767	减速齿轮
n04069777	感化院
n04070207	折射望远镜
n04070415	折射计
n04075916	修理店
n04076052	中继器
n04077430	重放器
n04077889	研究中心
n04079933	电阻
n04080454	谐振器
n04081281	餐厅
n04089152	屋脊
n04090263	步枪
n04096733	路基
n04098795	摇篮
n04100174	杆
n04101375	卷
n04102285	卷帘
n04102872	胶卷
n04111190	旋转轴
n04111962	转子
n04113641	一发子弹
n04114428	圆形住宅
n04117216	舵
n04120842	跑道
n04121728	刀锯
n04123448	麻袋外套
n04124488	鞍具
n04127395	安全栏杆
n04127633	安全阀
n04129766	水手服
n04131015	沙龙
n04133114	舢板
n04134632	沙漏玻璃
n04135024	沙楔
n04136045	石棺
n04136800	窗扇紧固件
n04137355	缎纹织物
n04139859	储蓄银行
n04141838	规模
n04142434	手术刀
n04146343	书包
n04146976	学校制度
n04147793	弯刀
n04148054	剪刀
n04149813	记分牌
n04150371	斯科夫
n04154938	螺纹
n04156140	擦洗刷
n04157320	雕塑
n04158250	镰刀
n04164002	二次线圈
n04166111	安全体系
n04169437	选择器
n04169597	硒电池
n04171831	半导体器件
n04173172	序列
n04175147	主机服务器
n04176528	设置
n04178190	78岁
n04179126	下水道
n04180063	缝纫针
n04180888	六分仪
n04182322	轴
n04184435	牛头刨床
n04189651	板桩
n04190747	壳体
n04190997	外壳
n04192238	避难所
n04193883	垫片
n04200537	鞋拔
n04204755	短路
n04205062	短铁
n04206356	散弹枪
n04208760	游艇
n04211356	快门
n04211528	快门
n04213353	镰刀
n04213530	病房
n04215153	侧门
n04218564	消声器
n04220805	银盘
n04221823	模拟器
n04224395	警报器
n04226537	骨架
n04226962	偏斜
n04229480	小艇
n04229620	跳台滑雪
n04233715	休闲裤
n04236001	卧铺车
n04236702	套筒
n04241394	拖鞋
n04242704	污水盆
n04244847	薄片
n04246459	烟雾弹
n04247011	烟幕
n04248209	按扣
n04252653	抛雪机
n04253931	肥皂盒
n04262678	录音
n04265428	太空头盔
n04267091	斯潘道
n04267165	氨纶
n04267435	斯帕克
n04269270	火花塞
n04271531	专卖店
n04272389	观众泵
n04275661	道钉
n04278605	纺纱机
n04279172	纺纱机
n04280845	肺活量计
n04280970	吐
n04282992	斯波德
n04285803	运动服
n04287747	喷枪
n04288272	春天
n04289827	链轮
n04290259	骨刺
n04290507	正齿轮
n04291759	方形结
n04301000	站
n04304215	宇宙飞船
n04305210	州议会大厦
n04305471	州监狱
n04306592	定子
n04306847	雕像
n04307878	牛排馆
n04308583	蒸汽浴
n04308807	汽船
n04310507	蒸汽铲
n04310604	汽轮机
n04310721	汽笛
n04311174	钢鼓
n04312154	秤
n04314107	茎卷绕机
n04323519	库存车
n04323819	长袜
n04328329	蓄电池
n04329958	防风窗
n04331443	直尺
n04344734	工作室公寓
n04344873	工作室沙发
n04346428	猪圈
n04347119	超小型汽车
n04350688	糖厂
n04351550	套房
n04353573	愠怒的
n04354589	太阳帽
n04355338	日晷
n04359589	支持
n04360501	支持
n04361937	外衣
n04363210	地空导弹
n04368496	燕尾服
n04370456	运动衫
n04370600	血汗工厂
n04373894	剑
n04375615	同步电动机
n04375775	同步加速器
n04377057	系统
n04382695	速度记录仪
n04383130	方法
n04384593	尾门
n04384910	尾灯
n04387261	手鼓
n04388574	七巧板
n04388743	储罐
n04389718	坦克驱逐舰
n04392985	磁带播放机
n04395106	格子呢格子呢
n04396808	茶包
n04397027	茶车
n04398497	茶馆
n04400499	电报
n04400737	电报键
n04409279	柔软的
n04414101	陶土
n04414476	特里
n04417361	纺织厂
n04419073	经纬仪
n04422875	恒温器
n04426184	第三轨
n04428191	脱粒机
n04434932	紧身衣
n04436992	时间胶囊
n04438507	计时器
n04443433	平底雪橇
n04444218	脚趾
n04445040	托加
n04448070	厕水
n04449966	战斧
n04455250	中桅
n04455579	顶盖
n04456472	鱼雷
n04459122	房车
n04461696	拖车
n04464125	轨道
n04464615	轨迹球
n04475496	行程
n04475749	拖网
n04477725	珍宝船
n04479694	栈桥
n04485884	特里斯凯伦
n04486934	拖钓
n04490091	卡车
n04491388	警棍
n04491769	大旅行箱
n04498523	涡轮
n04502502	粗呢
n04503413	双人床
n04507326	伞形帐篷
n04507453	起落架
n04515729	楼上的
n04516354	二手车
n04521987	清漆
n04522168	花瓶
n04524716	速度飞艇
n04524941	丝绒
n04525821	维恩图
n04529108	游标卡尺
n04533199	振动器
n04533594	骆驼
n04533946	视盘
n04534127	录像
n04535252	别墅
n04536153	维奥尔
n04536335	堇菜属
n04536765	中提琴
n04541320	电压表
n04541777	冯·诺依曼机器
n04550676	军校
n04555700	废纸篓
n04557751	水屁股
n04558199	溜槽
n04559994	水灾害
n04560804	水壶
n04566561	武器运输船
n04568713	网状物
n04570214	玮致活
n04573937	湿蝇
n04576002	轮椅
n04577426	磨石
n04579432	吹口哨
n04583212	广角镜头
n04585128	威尔顿
n04585745	绞车
n04586072	防风林
n04586932	风仪器
n04591157	温莎领带
n04600312	工作篮
n04601938	工件
n04602840	工程
n04604276	万维网
n04608567	书写工具
n04614655	齐古拉特
n04615226	齐瑟
n04950952	木纹
n04951071	木纹
n04951373	轻
n04951875	阳光充足
n04959672	彩色
n04960277	黑
n04960582	煤黑
n04961331	骨头
n04961691	灰色
n04962062	灰
n04962240	炭灰色
n04963111	乐观的
n04963588	深红
n04964001	红葡萄酒
n04965179	橙色
n04965661	黄色
n04966543	甘博格
n04967191	绿色
n04967882	瓶装绿
n04968139	橄榄绿
n04968749	翡翠绿
n04968895	蓝色
n04969242	天蓝色
n04969540	钢蓝色
n04969798	蓝绿色
n04970059	紫色
n04970398	靛蓝
n04970631	红紫色
n04970916	粉红色
n04971211	康乃馨
n04972451	巧克力
n04972801	浅棕色
n04973291	米色
n04973386	红棕色
n04973669	铜
n04974340	橄榄树
n04976319	色素沉着
n04976952	肤色
n04979002	撇色
n05239437	植皮
n05242928	鳞状细胞
n05245192	雀斑
n05257476	蓬松的
n05258051	前脚
n05399034	牛奶
n05399356	初乳
n05418717	静脉
n05449196	骨细胞
n05449959	白细胞
n05451384	淋巴细胞
n05467758	星形胶质细胞
n05469861	枝晶
n05482922	蛛网膜下腔
n05486510	大脑皮层
n06008896	坐标轴
n06254669	中等的
n06255613	纸
n06259898	信道
n06267758	校报
n06273555	拜访
n06273743	呼叫等待
n06273986	本地电话
n06274092	长途
n06274921	电报
n06275095	电缆
n06275353	无线的
n06275471	无线电报
n06276501	无线电话
n06281175	信号检测
n06359467	聊天室
n06470073	文件
n06591815	唱片集
n06592281	摇滚歌剧
n06592421	致敬专辑
n06613686	电影
n06892775	音乐会
n06998748	艺术品
n07556970	课程
n07557165	精致
n07564971	素食主义
n07565259	桌板
n07567139	着色
n07567707	一餐
n07568095	玉米粉
n07569106	面粉
n07573103	罐头肉
n07574176	家常便饭
n07576438	野餐
n07577918	茶歇
n07581607	卡纳佩
n07581931	水果鸡尾酒
n07584938	肉汤
n07587618	玉米杂烩
n07588817	维思思
n07589458	比格斯
n07592094	弗拉西塞
n07593004	壶锅
n07594737	选择摩尔斯
n07595180	焦糖
n07595649	蔗糖
n07598622	硬面包
n07598734	硬糖
n07599649	博邦
n07607361	甘草
n07607832	卡库
n07608339	牛轧糖
n07609407	塔菲
n07610746	混血儿
n07614348	冰水
n07615289	舍伯特
n07615569	图蒂弗鲁蒂
n07616590	分裂
n07618119	梅夫达夫
n07624757	克尼什
n07624924	皮罗吉
n07641928	鱼糕
n07650903	切碎
n07672914	人造黄油
n07678586	肉糜
n07680168	阿纳达玛面包
n07681264	茶面包
n07681926	饼干
n07683039	格雷厄姆面包
n07683617	皮塔
n07685031	枣面包
n07686461	升盐面包
n07687053	晶圆
n07689313	汤匙面包
n07689490	肉桂吐司
n07689842	Zwieback
n07691863	软辊
n07691954	凯撒辊
n07692517	比亚利
n07693590	丹麦语
n07694403	烤粉饼干
n07695187	盐碱
n07695410	牡蛎饼干
n07695504	水饼干
n07695652	格雷厄姆饼干
n07698782	包
n07709046	脉冲
n07709172	野菜
n07712063	甘薯
n07719330	竹笋
n07720084	甜菜
n07726672	黑眼豌豆
n07727140	海军蓝豆
n07730708	芹菜根
n07733847	野生菠菜
n07735179	牡蛎植物
n07735687	萝卜
n07736087	鲁塔巴加
n07736371	索雷尔
n07738224	粘
n07740597	帝国
n07740954	麦金托什
n07741461	皮平
n07742012	蒸煮苹果
n07743384	哈克贝里
n07743723	冬青
n07744430	醋栗
n07745661	萨斯卡通
n07746749	希里曼
n07748276	温州蜜柑
n07752514	杏脯
n07752664	葡萄干
n07752782	无籽葡萄干
n07756325	蜜瓜
n07764315	乌贼
n07768230	巴特利特
n07773428	椰子汁
n07801091	食物
n07803093	大麦
n07803310	荞麦
n07804543	糙米
n07805254	醪液
n07805731	宠物食品
n07805966	狗食
n07806879	凯撒色拉
n07807317	什锦色拉
n07807594	马铃薯沙拉
n07808022	Waldorf色拉
n07810907	调味品
n07812790	柠檬油
n07813107	盐
n07813324	芹菜盐
n07814007	香辛料
n07814790	茴香
n07814925	姜
n07815163	姜
n07819303	芥菜籽
n07819480	芥末
n07820297	芸香
n07821610	塔拉贡
n07823591	薄荷汁
n07823814	咖喱粉
n07824502	腌泡汁
n07825850	苹果酱
n07826250	番茄酱
n07826340	当归
n07826453	当归
n07826653	茴香
n07830690	硬酱油
n07832592	沟壑
n07837545	奶油沙司
n07839478	鲁克斯
n07839730	酸菜
n07840395	咖喱酱
n07840520	伍斯特沙司
n07840672	椰奶
n07841037	蛋白
n07843348	西式煎蛋卷
n07845702	生乳
n07845863	均质牛奶
n07846143	奶粉
n07846471	炼乳
n07846557	脱脂奶
n07846802	全脂牛奶
n07848093	酸奶油
n07849912	豆腐
n07850083	豆腐
n07851298	奶油干酪
n07851554	马斯卡彭
n07851767	农家干酪
n07852045	布鲁
n07852919	切达干酪
n07853762	磨碎干酪
n07854348	帕尔马干酪
n07854614	里科塔奶酪
n07860629	神奇的食物
n07864638	特拉齐尼
n07867883	火锅火锅
n07869291	火腿蛋
n07869937	基德格雷
n07870069	苏夫拉基
n07872593	穆萨卡
n07873057	骨髓
n07874995	燕麦粥
n07875086	火炬
n07877675	鞑靼牛排
n07882886	混合预混料
n07883384	万能药
n07888909	麦芽
n07889990	伯顿
n07896765	摩泽尔河
n07898895	托凯
n07900406	强化葡萄酒
n07900958	雪莉
n07901355	马萨拉
n07903543	苹果酒
n07904637	懒猴杜松子酒
n07910379	马拉希诺
n07910538	帕蒂斯
n07913774	鞋匠
n07913882	柯林斯
n07914777	斯普利策
n07915491	朱勒普
n07915918	玛格丽塔
n07916319	伏特加马提尼
n07917272	螺丝起子
n07917507	苏格兰苏打
n07917618	吊索
n07918028	酸的
n07918193	酸威士忌
n07918309	毒刺
n07918706	调酒
n07919165	僵尸
n07919894	点滴咖啡
n07920663	速溶咖啡
n07924560	葡萄汁
n07925116	菠萝汁
n07925229	柠檬汁
n07925327	石灰汁
n07925500	番茄汁
n07926250	柠檬水
n07926442	橘子
n07926920	热红酒
n07927836	苦柠檬
n07928163	奶油苏打
n07931452	播种机冲头
n07931612	白俄罗斯
n07932039	蛋奶酒
n07934530	红茶
n07934800	大吉岭
n07936015	泉水
n07942152	人
n07951464	收集
n07954211	规则手册
n08182379	人群
n08238463	等级
n08242223	核
n08249459	军乐队
n08256735	婚礼
n08376250	链
n08539276	郊区
n08540532	自治市镇
n08571642	防火带
n08613733	户外
n08640962	粗糙的
n08645212	威尔德
n08663703	桌面
n08663860	顶部
n08679167	高水位标志
n08685188	生肖
n09193551	冲积平原
n09206985	上坡
n09213565	银行
n09214916	障壁礁
n09231117	火山口
n09262690	山谷
n09264803	三角洲
n09267854	草皮
n09268007	草皮
n09270657	鼓鼓
n09279986	火球
n09289596	格伦
n09300306	沟壑
n09309168	浮冰
n09315159	离子
n09319604	地峡
n09337048	泄漏
n09337253	壁架
n09344198	低地
n09349648	曲流
n09353815	微体化石
n09389867	射孔
n09391386	光球层
n09400987	脉冲星
n09403427	彩虹
n09405787	峡谷
n09410224	裂谷
n09411295	波纹痕
n09421031	盐场
n09439032	雪域
n09439213	肥皂水
n09442595	吐舌头
n09444783	明星
n09452291	洼地
n09463226	冻原
n09470222	矿脉
n09478210	惠斯通
n09495962	格里芬
n09537660	弥赛亚
n09606009	冒险者
n09608709	施主
n09613191	选手
n09624559	调解人
n09635973	雅利安人
n09639919	闪米特人
n09640715	埃拉米特
n09643799	斜眼
n09644657	鞑靼
n09648743	纳瓦特尔
n09654518	特拉华
n09663999	奥奈达
n09665367	佩诺布斯科特
n09679170	氏族
n09679925	天主教的
n09681107	尤妮特
n09681234	科普特
n09696763	法裔加拿大人
n09701148	英国人
n09706029	芬恩
n09708889	巴黎人
n09709673	克里奥尔语
n09710164	希腊语
n09715165	爱尔兰人
n09716047	意大利人
n09720033	拉普
n09726621	南美印第安人
n09729062	白云母
n09736798	乌兹别克
n09738400	美国人
n09748101	东德
n09748648	普鲁士人的
n09754217	女修道院院长
n09756049	教唆犯
n09759501	院士
n09760913	伴奏者
n09764201	收购方
n09765278	演员
